
                                  2014

Business_id            | Month |  Actual |  Predicted |  Error %
SsTxjxo8qvqBMvan1rzNzg  |  May  |  3.778  |  3.167     |  16.2
SsTxjxo8qvqBMvan1rzNzg  |  Nov  |  4.045  |  3.636     |  10.1
SsTxjxo8qvqBMvan1rzNzg  |  Dec  |  4.107  |  3.500     |  14.8
SsTxjxo8qvqBMvan1rzNzg  |  Oct  |  3.929  |  3.857     |  1.8
KjymOs12Mpy0Kd54b7T9MA  |  Mar  |  3.900  |  4.100     |  5.1
KjymOs12Mpy0Kd54b7T9MA  |  Feb  |  3.556  |  3.444     |  3.1
KjymOs12Mpy0Kd54b7T9MA  |  Aug  |  3.682  |  3.545     |  3.7
KjymOs12Mpy0Kd54b7T9MA  |  Sep  |  4.105  |  3.944     |  3.9
KjymOs12Mpy0Kd54b7T9MA  |  Apr  |  3.933  |  3.867     |  1.7
KjymOs12Mpy0Kd54b7T9MA  |  Jun  |  3.824  |  4.000     |  4.6
KjymOs12Mpy0Kd54b7T9MA  |  Jul  |  4.000  |  4.000     |  0.0
KjymOs12Mpy0Kd54b7T9MA  |  Jan  |  4.000  |  4.318     |  8.0
KjymOs12Mpy0Kd54b7T9MA  |  May  |  3.059  |  3.176     |  3.8
KjymOs12Mpy0Kd54b7T9MA  |  Nov  |  4.000  |  3.760     |  6.0
KjymOs12Mpy0Kd54b7T9MA  |  Dec  |  3.480  |  3.360     |  3.4
KjymOs12Mpy0Kd54b7T9MA  |  Oct  |  3.294  |  3.000     |  8.9
ngNvH4sxnH9aMukTZ67R_Q  |  Mar  |  2.857  |  2.214     |  22.5
ngNvH4sxnH9aMukTZ67R_Q  |  Feb  |  3.000  |  3.000     |  0.0
ngNvH4sxnH9aMukTZ67R_Q  |  Aug  |  3.700  |  4.100     |  10.8
ngNvH4sxnH9aMukTZ67R_Q  |  Sep  |  3.600  |  3.300     |  8.3
ngNvH4sxnH9aMukTZ67R_Q  |  Apr  |  3.588  |  3.529     |  1.6
ngNvH4sxnH9aMukTZ67R_Q  |  Jun  |  3.842  |  3.632     |  5.5
ngNvH4sxnH9aMukTZ67R_Q  |  Jul  |  3.483  |  3.207     |  7.9
ngNvH4sxnH9aMukTZ67R_Q  |  Jan  |  3.500  |  3.000     |  14.3
ngNvH4sxnH9aMukTZ67R_Q  |  May  |  2.909  |  3.000     |  3.1
ngNvH4sxnH9aMukTZ67R_Q  |  Nov  |  2.909  |  3.364     |  15.6
ngNvH4sxnH9aMukTZ67R_Q  |  Dec  |  3.000  |  3.643     |  21.4
ngNvH4sxnH9aMukTZ67R_Q  |  Oct  |  2.600  |  3.100     |  19.2
YacTpiq0ZptFcXD7I-kdGA  |  Mar  |  4.000  |  3.143     |  21.4
YacTpiq0ZptFcXD7I-kdGA  |  Feb  |  4.000  |  3.750     |  6.2
YacTpiq0ZptFcXD7I-kdGA  |  Aug  |  3.000  |  3.182     |  6.1
YacTpiq0ZptFcXD7I-kdGA  |  Sep  |  4.500  |  3.917     |  13.0
YacTpiq0ZptFcXD7I-kdGA  |  Apr  |  4.444  |  3.667     |  17.5
YacTpiq0ZptFcXD7I-kdGA  |  Jun  |  4.300  |  3.500     |  18.6
YacTpiq0ZptFcXD7I-kdGA  |  Jul  |  4.000  |  4.182     |  4.5
YacTpiq0ZptFcXD7I-kdGA  |  Jan  |  4.312  |  3.312     |  23.2
YacTpiq0ZptFcXD7I-kdGA  |  May  |  4.357  |  3.385     |  22.3
YacTpiq0ZptFcXD7I-kdGA  |  Nov  |  4.455  |  3.545     |  20.4
YacTpiq0ZptFcXD7I-kdGA  |  Dec  |  4.125  |  3.562     |  13.6
YacTpiq0ZptFcXD7I-kdGA  |  Oct  |  4.273  |  3.545     |  17.0
DjOxXobyGDwWt89q4z1twg  |  Mar  |  4.606  |  3.606     |  21.7
DjOxXobyGDwWt89q4z1twg  |  Feb  |  4.312  |  3.875     |  10.1
DjOxXobyGDwWt89q4z1twg  |  Aug  |  4.000  |  3.279     |  18.0
DjOxXobyGDwWt89q4z1twg  |  Sep  |  3.957  |  3.696     |  6.6
DjOxXobyGDwWt89q4z1twg  |  Apr  |  4.364  |  3.773     |  13.5
DjOxXobyGDwWt89q4z1twg  |  Jun  |  4.308  |  3.692     |  14.3
DjOxXobyGDwWt89q4z1twg  |  Jul  |  4.229  |  3.486     |  17.6
DjOxXobyGDwWt89q4z1twg  |  Jan  |  4.152  |  3.435     |  17.3
DjOxXobyGDwWt89q4z1twg  |  May  |  4.043  |  3.609     |  10.8
DjOxXobyGDwWt89q4z1twg  |  Nov  |  4.345  |  3.931     |  9.5
DjOxXobyGDwWt89q4z1twg  |  Dec  |  4.346  |  3.808     |  12.4
DjOxXobyGDwWt89q4z1twg  |  Oct  |  4.250  |  3.542     |  16.7
RbkLrCFa2AL1K25GCnNK8A  |  Mar  |  1.762  |  1.700     |  3.5
RbkLrCFa2AL1K25GCnNK8A  |  Feb  |  1.727  |  2.045     |  18.4
RbkLrCFa2AL1K25GCnNK8A  |  Aug  |  2.583  |  2.083     |  19.4
RbkLrCFa2AL1K25GCnNK8A  |  Sep  |  2.615  |  2.833     |  8.3
RbkLrCFa2AL1K25GCnNK8A  |  Apr  |  2.593  |  3.148     |  21.4
RbkLrCFa2AL1K25GCnNK8A  |  Jun  |  2.500  |  2.654     |  6.2
RbkLrCFa2AL1K25GCnNK8A  |  Jul  |  2.444  |  2.611     |  6.8
RbkLrCFa2AL1K25GCnNK8A  |  Jan  |  3.036  |  3.000     |  1.2
RbkLrCFa2AL1K25GCnNK8A  |  May  |  2.300  |  2.950     |  28.3
RbkLrCFa2AL1K25GCnNK8A  |  Nov  |  2.000  |  1.000     |  50.0
RbkLrCFa2AL1K25GCnNK8A  |  Dec  |  3.000  |  5.000     |  66.7
RbkLrCFa2AL1K25GCnNK8A  |  Oct  |  4.000  |  3.000     |  25.0
ZP6qFq7LUh6Tr7WHPoOW6g  |  Mar  |  4.244  |  4.146     |  2.3
ZP6qFq7LUh6Tr7WHPoOW6g  |  Feb  |  3.925  |  3.525     |  10.2
ZP6qFq7LUh6Tr7WHPoOW6g  |  Aug  |  4.086  |  3.886     |  4.9
ZP6qFq7LUh6Tr7WHPoOW6g  |  Sep  |  4.391  |  3.478     |  20.8
ZP6qFq7LUh6Tr7WHPoOW6g  |  Apr  |  3.926  |  3.481     |  11.3
ZP6qFq7LUh6Tr7WHPoOW6g  |  Jun  |  4.360  |  4.160     |  4.6
ZP6qFq7LUh6Tr7WHPoOW6g  |  Jul  |  4.359  |  3.872     |  11.2
ZP6qFq7LUh6Tr7WHPoOW6g  |  Jan  |  4.135  |  4.081     |  1.3
ZP6qFq7LUh6Tr7WHPoOW6g  |  May  |  4.114  |  3.647     |  11.4
ZP6qFq7LUh6Tr7WHPoOW6g  |  Nov  |  3.909  |  3.409     |  12.8
ZP6qFq7LUh6Tr7WHPoOW6g  |  Dec  |  4.467  |  4.067     |  9.0
ZP6qFq7LUh6Tr7WHPoOW6g  |  Oct  |  3.722  |  3.778     |  1.5
HbUQ_3dlm3uCacmhTEMnuA  |  Mar  |  4.000  |  4.000     |  0.0
HbUQ_3dlm3uCacmhTEMnuA  |  Feb  |  3.905  |  3.048     |  22.0
HbUQ_3dlm3uCacmhTEMnuA  |  Aug  |  4.217  |  4.130     |  2.1
HbUQ_3dlm3uCacmhTEMnuA  |  Sep  |  3.471  |  3.294     |  5.1
HbUQ_3dlm3uCacmhTEMnuA  |  Apr  |  4.348  |  4.043     |  7.0
HbUQ_3dlm3uCacmhTEMnuA  |  Jun  |  3.938  |  3.562     |  9.5
HbUQ_3dlm3uCacmhTEMnuA  |  Jul  |  4.348  |  4.217     |  3.0
HbUQ_3dlm3uCacmhTEMnuA  |  Jan  |  3.625  |  3.188     |  12.1
HbUQ_3dlm3uCacmhTEMnuA  |  May  |  4.080  |  3.957     |  3.0
HbUQ_3dlm3uCacmhTEMnuA  |  Nov  |  3.852  |  3.556     |  7.7
HbUQ_3dlm3uCacmhTEMnuA  |  Dec  |  3.471  |  3.235     |  6.8
HbUQ_3dlm3uCacmhTEMnuA  |  Oct  |  3.583  |  3.833     |  7.0
A3Jv-FFRsDEWXxKJ6ZIxfg  |  Mar  |  3.186  |  3.302     |  3.6
A3Jv-FFRsDEWXxKJ6ZIxfg  |  Feb  |  3.188  |  2.969     |  6.9
A3Jv-FFRsDEWXxKJ6ZIxfg  |  Aug  |  3.091  |  3.030     |  2.0
A3Jv-FFRsDEWXxKJ6ZIxfg  |  Sep  |  3.119  |  3.122     |  0.1
A3Jv-FFRsDEWXxKJ6ZIxfg  |  Apr  |  2.638  |  2.532     |  4.0
A3Jv-FFRsDEWXxKJ6ZIxfg  |  Jun  |  2.686  |  3.265     |  21.6
A3Jv-FFRsDEWXxKJ6ZIxfg  |  Jul  |  3.260  |  3.200     |  1.8
A3Jv-FFRsDEWXxKJ6ZIxfg  |  Jan  |  3.161  |  2.903     |  8.2
A3Jv-FFRsDEWXxKJ6ZIxfg  |  May  |  2.784  |  2.757     |  1.0
A3Jv-FFRsDEWXxKJ6ZIxfg  |  Nov  |  3.214  |  3.500     |  8.9
A3Jv-FFRsDEWXxKJ6ZIxfg  |  Dec  |  2.564  |  2.462     |  4.0
A3Jv-FFRsDEWXxKJ6ZIxfg  |  Oct  |  3.241  |  3.069     |  5.3
uJYw4p59AKh8c8h5yWMdOw  |  Mar  |  2.833  |  3.000     |  5.9
uJYw4p59AKh8c8h5yWMdOw  |  Feb  |  1.950  |  2.850     |  46.2
uJYw4p59AKh8c8h5yWMdOw  |  Aug  |  2.857  |  3.143     |  10.0
uJYw4p59AKh8c8h5yWMdOw  |  Sep  |  3.417  |  3.333     |  2.4
uJYw4p59AKh8c8h5yWMdOw  |  Apr  |  3.370  |  3.115     |  7.6
uJYw4p59AKh8c8h5yWMdOw  |  Jun  |  2.692  |  2.731     |  1.4
uJYw4p59AKh8c8h5yWMdOw  |  Jul  |  2.622  |  2.622     |  0.0
uJYw4p59AKh8c8h5yWMdOw  |  Jan  |  3.368  |  3.158     |  6.2
uJYw4p59AKh8c8h5yWMdOw  |  May  |  2.424  |  2.727     |  12.5
uJYw4p59AKh8c8h5yWMdOw  |  Nov  |  3.400  |  3.433     |  1.0
uJYw4p59AKh8c8h5yWMdOw  |  Dec  |  2.609  |  2.227     |  14.6
uJYw4p59AKh8c8h5yWMdOw  |  Oct  |  3.176  |  3.235     |  1.9
3Q0QQPnHcJuX1DLCL9G9Cg  |  Mar  |  3.706  |  3.375     |  8.9
3Q0QQPnHcJuX1DLCL9G9Cg  |  Feb  |  3.318  |  3.350     |  1.0
3Q0QQPnHcJuX1DLCL9G9Cg  |  Aug  |  3.276  |  3.034     |  7.4
3Q0QQPnHcJuX1DLCL9G9Cg  |  Sep  |  3.500  |  2.700     |  22.9
3Q0QQPnHcJuX1DLCL9G9Cg  |  Apr  |  3.727  |  3.636     |  2.4
3Q0QQPnHcJuX1DLCL9G9Cg  |  Jun  |  3.680  |  3.565     |  3.1
3Q0QQPnHcJuX1DLCL9G9Cg  |  Jul  |  3.091  |  3.406     |  10.2
3Q0QQPnHcJuX1DLCL9G9Cg  |  Jan  |  3.800  |  3.300     |  13.2
3Q0QQPnHcJuX1DLCL9G9Cg  |  May  |  3.200  |  3.520     |  10.0
3Q0QQPnHcJuX1DLCL9G9Cg  |  Nov  |  3.167  |  2.889     |  8.8
3Q0QQPnHcJuX1DLCL9G9Cg  |  Dec  |  3.214  |  3.077     |  4.3
3Q0QQPnHcJuX1DLCL9G9Cg  |  Oct  |  3.375  |  3.208     |  4.9
DJlb6DLzT1yK5ipnL2I1dA  |  Mar  |  3.000  |  3.250     |  8.3
DJlb6DLzT1yK5ipnL2I1dA  |  Feb  |  3.200  |  3.000     |  6.3
DJlb6DLzT1yK5ipnL2I1dA  |  Aug  |  2.500  |  2.667     |  6.7
DJlb6DLzT1yK5ipnL2I1dA  |  Sep  |  3.667  |  3.250     |  11.4
DJlb6DLzT1yK5ipnL2I1dA  |  Apr  |  3.000  |  3.333     |  11.1
DJlb6DLzT1yK5ipnL2I1dA  |  Jun  |  3.750  |  4.000     |  6.7
DJlb6DLzT1yK5ipnL2I1dA  |  Jul  |  3.667  |  3.667     |  0.0
DJlb6DLzT1yK5ipnL2I1dA  |  May  |  3.400  |  4.200     |  23.5
DJlb6DLzT1yK5ipnL2I1dA  |  Nov  |  4.333  |  5.000     |  15.4
DJlb6DLzT1yK5ipnL2I1dA  |  Dec  |  2.500  |  2.500     |  0.0
DJlb6DLzT1yK5ipnL2I1dA  |  Oct  |  2.833  |  2.333     |  17.6
zt1TpTuJ6y9n551sw9TaEg  |  Mar  |  3.704  |  3.479     |  6.1
zt1TpTuJ6y9n551sw9TaEg  |  Feb  |  3.415  |  3.292     |  3.6
zt1TpTuJ6y9n551sw9TaEg  |  Aug  |  3.218  |  3.289     |  2.2
zt1TpTuJ6y9n551sw9TaEg  |  Sep  |  3.500  |  3.324     |  5.0
zt1TpTuJ6y9n551sw9TaEg  |  Apr  |  3.826  |  3.647     |  4.7
zt1TpTuJ6y9n551sw9TaEg  |  Jun  |  3.667  |  3.547     |  3.3
zt1TpTuJ6y9n551sw9TaEg  |  Jul  |  3.258  |  3.186     |  2.2
zt1TpTuJ6y9n551sw9TaEg  |  Jan  |  3.708  |  3.845     |  3.7
zt1TpTuJ6y9n551sw9TaEg  |  May  |  3.769  |  3.385     |  10.2
zt1TpTuJ6y9n551sw9TaEg  |  Nov  |  3.789  |  3.596     |  5.1
zt1TpTuJ6y9n551sw9TaEg  |  Dec  |  3.429  |  3.174     |  7.4
zt1TpTuJ6y9n551sw9TaEg  |  Oct  |  3.870  |  3.833     |  1.0
mPDE4dMqAyLZNCR-tEYQ5w  |  Mar  |  3.182  |  3.091     |  2.9
mPDE4dMqAyLZNCR-tEYQ5w  |  Feb  |  3.083  |  3.042     |  1.4
mPDE4dMqAyLZNCR-tEYQ5w  |  Aug  |  3.526  |  3.211     |  9.0
mPDE4dMqAyLZNCR-tEYQ5w  |  Sep  |  3.071  |  2.857     |  7.0
mPDE4dMqAyLZNCR-tEYQ5w  |  Apr  |  3.640  |  3.542     |  2.7
mPDE4dMqAyLZNCR-tEYQ5w  |  Jun  |  3.350  |  3.100     |  7.5
mPDE4dMqAyLZNCR-tEYQ5w  |  Jul  |  3.148  |  2.889     |  8.2
mPDE4dMqAyLZNCR-tEYQ5w  |  Jan  |  3.118  |  3.529     |  13.2
mPDE4dMqAyLZNCR-tEYQ5w  |  May  |  3.500  |  3.600     |  2.9
mPDE4dMqAyLZNCR-tEYQ5w  |  Nov  |  4.100  |  3.800     |  7.3
mPDE4dMqAyLZNCR-tEYQ5w  |  Dec  |  4.000  |  3.571     |  10.7
mPDE4dMqAyLZNCR-tEYQ5w  |  Oct  |  3.200  |  3.100     |  3.1
kV768Ru9q3JKNNaKuKAKCw  |  Mar  |  4.923  |  4.538     |  7.8
kV768Ru9q3JKNNaKuKAKCw  |  Feb  |  4.333  |  3.733     |  13.8
kV768Ru9q3JKNNaKuKAKCw  |  Aug  |  4.462  |  3.846     |  13.8
kV768Ru9q3JKNNaKuKAKCw  |  Sep  |  4.364  |  4.100     |  6.0
kV768Ru9q3JKNNaKuKAKCw  |  Apr  |  4.333  |  4.250     |  1.9
kV768Ru9q3JKNNaKuKAKCw  |  Jun  |  4.875  |  3.812     |  21.8
kV768Ru9q3JKNNaKuKAKCw  |  Jul  |  4.000  |  4.200     |  5.0
kV768Ru9q3JKNNaKuKAKCw  |  Jan  |  3.818  |  3.909     |  2.4
kV768Ru9q3JKNNaKuKAKCw  |  May  |  4.176  |  3.938     |  5.7
kV768Ru9q3JKNNaKuKAKCw  |  Nov  |  4.375  |  4.000     |  8.6
kV768Ru9q3JKNNaKuKAKCw  |  Dec  |  4.800  |  4.300     |  10.4
kV768Ru9q3JKNNaKuKAKCw  |  Oct  |  4.538  |  3.923     |  13.6
K8pM6qQdYu5h6buRE1-_sw  |  Mar  |  3.846  |  3.538     |  8.0
K8pM6qQdYu5h6buRE1-_sw  |  Feb  |  4.312  |  3.688     |  14.5
K8pM6qQdYu5h6buRE1-_sw  |  Aug  |  3.577  |  3.346     |  6.5
K8pM6qQdYu5h6buRE1-_sw  |  Sep  |  3.882  |  3.941     |  1.5
K8pM6qQdYu5h6buRE1-_sw  |  Apr  |  4.000  |  3.769     |  5.8
K8pM6qQdYu5h6buRE1-_sw  |  Jun  |  4.000  |  4.000     |  0.0
K8pM6qQdYu5h6buRE1-_sw  |  Jul  |  3.933  |  3.800     |  3.4
K8pM6qQdYu5h6buRE1-_sw  |  Jan  |  4.529  |  4.000     |  11.7
K8pM6qQdYu5h6buRE1-_sw  |  May  |  3.850  |  3.150     |  18.2
K8pM6qQdYu5h6buRE1-_sw  |  Nov  |  4.176  |  3.882     |  7.0
K8pM6qQdYu5h6buRE1-_sw  |  Dec  |  3.444  |  3.667     |  6.5
K8pM6qQdYu5h6buRE1-_sw  |  Oct  |  3.312  |  4.250     |  28.3
szw8OGJlsqaA3i2oe7dn9A  |  Mar  |  4.615  |  4.385     |  5.0
szw8OGJlsqaA3i2oe7dn9A  |  Feb  |  4.154  |  3.000     |  27.8
szw8OGJlsqaA3i2oe7dn9A  |  Aug  |  3.765  |  3.471     |  7.8
szw8OGJlsqaA3i2oe7dn9A  |  Sep  |  4.000  |  3.615     |  9.6
szw8OGJlsqaA3i2oe7dn9A  |  Apr  |  3.778  |  3.778     |  0.0
szw8OGJlsqaA3i2oe7dn9A  |  Jun  |  4.235  |  3.647     |  13.9
szw8OGJlsqaA3i2oe7dn9A  |  Jul  |  3.842  |  3.684     |  4.1
szw8OGJlsqaA3i2oe7dn9A  |  Jan  |  4.421  |  4.263     |  3.6
szw8OGJlsqaA3i2oe7dn9A  |  May  |  4.133  |  3.867     |  6.5
szw8OGJlsqaA3i2oe7dn9A  |  Nov  |  3.647  |  3.471     |  4.8
szw8OGJlsqaA3i2oe7dn9A  |  Dec  |  3.800  |  3.867     |  1.8
szw8OGJlsqaA3i2oe7dn9A  |  Oct  |  4.462  |  4.231     |  5.2
H_SuH7uLiYahDMbNBB9kog  |  Mar  |  4.353  |  4.294     |  1.4
H_SuH7uLiYahDMbNBB9kog  |  Feb  |  4.263  |  3.421     |  19.8
H_SuH7uLiYahDMbNBB9kog  |  Aug  |  4.500  |  4.500     |  0.0
H_SuH7uLiYahDMbNBB9kog  |  Sep  |  4.111  |  3.706     |  9.9
H_SuH7uLiYahDMbNBB9kog  |  Apr  |  3.800  |  3.000     |  21.1
H_SuH7uLiYahDMbNBB9kog  |  Jun  |  3.625  |  3.688     |  1.7
H_SuH7uLiYahDMbNBB9kog  |  Jul  |  3.938  |  3.438     |  12.7
H_SuH7uLiYahDMbNBB9kog  |  Jan  |  4.158  |  3.737     |  10.1
H_SuH7uLiYahDMbNBB9kog  |  May  |  3.696  |  3.304     |  10.6
H_SuH7uLiYahDMbNBB9kog  |  Nov  |  4.083  |  3.182     |  22.1
H_SuH7uLiYahDMbNBB9kog  |  Dec  |  4.143  |  3.929     |  5.2
H_SuH7uLiYahDMbNBB9kog  |  Oct  |  4.455  |  4.455     |  0.0
f3EcPjqKftEznBSs2oQVRg  |  Mar  |  2.778  |  3.444     |  24.0
f3EcPjqKftEznBSs2oQVRg  |  Feb  |  3.500  |  2.833     |  19.0
f3EcPjqKftEznBSs2oQVRg  |  Aug  |  3.000  |  1.000     |  66.7
f3EcPjqKftEznBSs2oQVRg  |  Sep  |  4.000  |  5.000     |  25.0
f3EcPjqKftEznBSs2oQVRg  |  Apr  |  4.200  |  4.600     |  9.5
f3EcPjqKftEznBSs2oQVRg  |  Jun  |  2.250  |  3.500     |  55.6
f3EcPjqKftEznBSs2oQVRg  |  Jul  |  1.000  |  5.000     |  400.0
f3EcPjqKftEznBSs2oQVRg  |  Jan  |  2.429  |  2.286     |  5.9
f3EcPjqKftEznBSs2oQVRg  |  May  |  3.000  |  1.750     |  41.7
YKOvlBNkF4KpUP9q7x862w  |  Mar  |  3.842  |  3.842     |  0.0
YKOvlBNkF4KpUP9q7x862w  |  Feb  |  4.087  |  4.091     |  0.1
YKOvlBNkF4KpUP9q7x862w  |  Aug  |  4.059  |  3.500     |  13.8
YKOvlBNkF4KpUP9q7x862w  |  Sep  |  4.200  |  3.800     |  9.5
YKOvlBNkF4KpUP9q7x862w  |  Apr  |  4.136  |  3.500     |  15.4
YKOvlBNkF4KpUP9q7x862w  |  Jun  |  4.471  |  3.824     |  14.5
YKOvlBNkF4KpUP9q7x862w  |  Jul  |  4.167  |  3.667     |  12.0
YKOvlBNkF4KpUP9q7x862w  |  Jan  |  3.714  |  3.524     |  5.1
YKOvlBNkF4KpUP9q7x862w  |  May  |  3.889  |  3.407     |  12.4
YKOvlBNkF4KpUP9q7x862w  |  Nov  |  4.267  |  4.400     |  3.1
YKOvlBNkF4KpUP9q7x862w  |  Dec  |  4.053  |  4.105     |  1.3
YKOvlBNkF4KpUP9q7x862w  |  Oct  |  3.833  |  3.706     |  3.3
NGJDjdiDJHmN2xxU7KauuA  |  Mar  |  2.567  |  2.667     |  3.9
NGJDjdiDJHmN2xxU7KauuA  |  Feb  |  2.611  |  2.444     |  6.4
NGJDjdiDJHmN2xxU7KauuA  |  Aug  |  2.684  |  2.684     |  0.0
NGJDjdiDJHmN2xxU7KauuA  |  Sep  |  2.268  |  2.525     |  11.3
NGJDjdiDJHmN2xxU7KauuA  |  Apr  |  2.444  |  2.519     |  3.0
NGJDjdiDJHmN2xxU7KauuA  |  Jun  |  2.212  |  2.485     |  12.3
NGJDjdiDJHmN2xxU7KauuA  |  Jul  |  2.622  |  2.356     |  10.2
NGJDjdiDJHmN2xxU7KauuA  |  Jan  |  2.633  |  2.933     |  11.4
NGJDjdiDJHmN2xxU7KauuA  |  May  |  2.846  |  2.962     |  4.1
NGJDjdiDJHmN2xxU7KauuA  |  Nov  |  2.303  |  2.212     |  3.9
NGJDjdiDJHmN2xxU7KauuA  |  Dec  |  2.654  |  2.577     |  2.9
NGJDjdiDJHmN2xxU7KauuA  |  Oct  |  2.708  |  2.375     |  12.3
ripCiWZ0MblMZSLrIKQAKA  |  Mar  |  2.852  |  2.926     |  2.6
ripCiWZ0MblMZSLrIKQAKA  |  Feb  |  2.759  |  3.000     |  8.7
ripCiWZ0MblMZSLrIKQAKA  |  Aug  |  2.867  |  2.633     |  8.1
ripCiWZ0MblMZSLrIKQAKA  |  Sep  |  2.852  |  2.741     |  3.9
ripCiWZ0MblMZSLrIKQAKA  |  Apr  |  3.000  |  3.000     |  0.0
ripCiWZ0MblMZSLrIKQAKA  |  Jun  |  2.800  |  3.000     |  7.1
ripCiWZ0MblMZSLrIKQAKA  |  Jul  |  3.000  |  3.111     |  3.7
ripCiWZ0MblMZSLrIKQAKA  |  Jan  |  3.778  |  3.778     |  0.0
ripCiWZ0MblMZSLrIKQAKA  |  May  |  2.708  |  2.583     |  4.6
ripCiWZ0MblMZSLrIKQAKA  |  Nov  |  2.741  |  2.741     |  0.0
ripCiWZ0MblMZSLrIKQAKA  |  Dec  |  2.231  |  2.654     |  19.0
ripCiWZ0MblMZSLrIKQAKA  |  Oct  |  3.050  |  2.800     |  8.2
AtjsjFzalWqJ7S9DUFQ4bw  |  Mar  |  4.122  |  3.756     |  8.9
AtjsjFzalWqJ7S9DUFQ4bw  |  Feb  |  3.707  |  3.683     |  0.7
AtjsjFzalWqJ7S9DUFQ4bw  |  Aug  |  3.826  |  3.600     |  5.9
AtjsjFzalWqJ7S9DUFQ4bw  |  Sep  |  4.122  |  3.829     |  7.1
AtjsjFzalWqJ7S9DUFQ4bw  |  Apr  |  3.714  |  3.585     |  3.5
AtjsjFzalWqJ7S9DUFQ4bw  |  Jun  |  4.179  |  3.744     |  10.4
AtjsjFzalWqJ7S9DUFQ4bw  |  Jul  |  3.646  |  3.417     |  6.3
AtjsjFzalWqJ7S9DUFQ4bw  |  Jan  |  4.182  |  3.564     |  14.8
AtjsjFzalWqJ7S9DUFQ4bw  |  May  |  3.438  |  3.500     |  1.8
AtjsjFzalWqJ7S9DUFQ4bw  |  Nov  |  3.964  |  4.074     |  2.8
AtjsjFzalWqJ7S9DUFQ4bw  |  Dec  |  4.049  |  3.756     |  7.2
AtjsjFzalWqJ7S9DUFQ4bw  |  Oct  |  3.676  |  3.206     |  12.8
jf67Z1pnwElRSXllpQHiJg  |  Mar  |  3.448  |  3.429     |  0.6
jf67Z1pnwElRSXllpQHiJg  |  Feb  |  3.417  |  3.706     |  8.5
jf67Z1pnwElRSXllpQHiJg  |  Aug  |  3.103  |  3.069     |  1.1
jf67Z1pnwElRSXllpQHiJg  |  Sep  |  3.594  |  3.562     |  0.9
jf67Z1pnwElRSXllpQHiJg  |  Apr  |  3.222  |  3.000     |  6.9
jf67Z1pnwElRSXllpQHiJg  |  Jun  |  3.323  |  3.333     |  0.3
jf67Z1pnwElRSXllpQHiJg  |  Jul  |  3.436  |  3.447     |  0.3
jf67Z1pnwElRSXllpQHiJg  |  Jan  |  3.500  |  3.741     |  6.9
jf67Z1pnwElRSXllpQHiJg  |  May  |  3.280  |  3.320     |  1.2
jf67Z1pnwElRSXllpQHiJg  |  Nov  |  3.263  |  3.222     |  1.3
jf67Z1pnwElRSXllpQHiJg  |  Dec  |  3.200  |  3.069     |  4.1
jf67Z1pnwElRSXllpQHiJg  |  Oct  |  3.033  |  3.533     |  16.5
5GKbGn9-fAgQ0njSh3OJ8A  |  Mar  |  3.250  |  3.333     |  2.6
5GKbGn9-fAgQ0njSh3OJ8A  |  Feb  |  3.286  |  3.571     |  8.7
5GKbGn9-fAgQ0njSh3OJ8A  |  Aug  |  3.923  |  3.923     |  0.0
5GKbGn9-fAgQ0njSh3OJ8A  |  Sep  |  3.692  |  4.000     |  8.3
5GKbGn9-fAgQ0njSh3OJ8A  |  Apr  |  2.909  |  3.636     |  25.0
5GKbGn9-fAgQ0njSh3OJ8A  |  Jun  |  3.091  |  3.545     |  14.7
5GKbGn9-fAgQ0njSh3OJ8A  |  Jul  |  3.500  |  3.500     |  0.0
5GKbGn9-fAgQ0njSh3OJ8A  |  Jan  |  3.700  |  3.500     |  5.4
5GKbGn9-fAgQ0njSh3OJ8A  |  May  |  3.667  |  4.111     |  12.1
5GKbGn9-fAgQ0njSh3OJ8A  |  Nov  |  3.500  |  3.625     |  3.6
5GKbGn9-fAgQ0njSh3OJ8A  |  Dec  |  4.375  |  3.500     |  20.0
5GKbGn9-fAgQ0njSh3OJ8A  |  Oct  |  3.333  |  3.889     |  16.7
ASOiJ8MmbBTgK2D1_MQrqg  |  Mar  |  3.923  |  4.231     |  7.8
ASOiJ8MmbBTgK2D1_MQrqg  |  Feb  |  3.278  |  3.278     |  0.0
ASOiJ8MmbBTgK2D1_MQrqg  |  Aug  |  4.200  |  4.200     |  0.0
ASOiJ8MmbBTgK2D1_MQrqg  |  Sep  |  4.417  |  3.833     |  13.2
ASOiJ8MmbBTgK2D1_MQrqg  |  Apr  |  4.308  |  3.538     |  17.9
ASOiJ8MmbBTgK2D1_MQrqg  |  Jun  |  3.692  |  4.000     |  8.3
ASOiJ8MmbBTgK2D1_MQrqg  |  Jul  |  4.214  |  3.643     |  13.6
ASOiJ8MmbBTgK2D1_MQrqg  |  Jan  |  3.556  |  3.778     |  6.3
ASOiJ8MmbBTgK2D1_MQrqg  |  May  |  3.500  |  3.778     |  7.9
ASOiJ8MmbBTgK2D1_MQrqg  |  Nov  |  4.643  |  4.357     |  6.2
ASOiJ8MmbBTgK2D1_MQrqg  |  Dec  |  3.857  |  3.500     |  9.3
ASOiJ8MmbBTgK2D1_MQrqg  |  Oct  |  3.556  |  3.444     |  3.1
